Age,Birth Place,Birthday,College,Current Status,Experience (in seasons),Height (inches),Name,Position,Weight (lbs),Years Played
30,"Hoffman Estates , IL",12/4/1986,Illinois State,Retired,7,71,"Nelson, Tom",,200,2009 - 2015
25,"Greensboro , NC",4/27/1992,California,Active,5,74,"Allen, Keenan",WR,211,
33,,8/9/1983,North Carolina State,Retired,0,72,"Barrett, Lamart",,191,2007 - 2007
,"Grambling , LA",6/25/1928,Grambling State,Retired,1,75,"Younger, Tank",,225,1949 - 1958
53,"Mobile , AL",1/17/1964,Eastern Michigan,Retired,1,73,"Fields, Anthony",,192,1987 - 1987
27,"Norcross , GA",1/29/1990,San Diego State,Active,5,75,"Butler, Brice",WR,215,
,"Le Roy , NY",7/10/1925,Notre Dame,Retired,2,68,"Scott, Vin",,215,1947 - 1948
75,"Salt Lake City , UT",3/26/1942,Stanford,Retired,1,77,"Leeuwenburg, Dick",,242,1965 - 1965
33,"Canton , OH",9/19/1983,Georgia Tech,Retired,5,73,"Reis, Chris",,215,2006 - 2011
37,Helsinki Finland,11/13/1979,Columbia,Retired,1,74,"Quarshie, Michael",,295,2006 - 2006
31,"Orlando , FL",5/5/1986,South Florida,Retired,2,76,"Dile, Marc",,300,2009 - 2011
31,"Houston , TX",3/8/1986,Southern Methodist,Active,9,76,"Morstead, Thomas",P,235,
22,"Dallas , TX",7/7/1994,Houston,Active,1,70,"Ayers, DeMarcus",WR,190,
60,"Quakertown , PA",4/26/1957,Millersville,Retired,6,72,"Riddick, Robb",,195,1981 - 1988
25,,10/30/1991,Michigan State,Retired,2,70,"Lewis, Isaiah",,211,2014 - 2015
63,"Pleasanton , CA",3/11/1954,Williams,Retired,5,72,"Perry, Scott",,180,1976 - 1980
28,"Los Angeles , CA",7/20/1988,Iowa State,Retired,2,77,"Franklin, Collin",,252,2011 - 2012
48,"Moncks Corner , SC",1/30/1969,South Carolina,Retired,2,74,"Dingle, Mike",,240,1991 - 1992
67,"Fort Dix , NJ",3/7/1950,Penn State,Retired,1,74,"Harris, Franco",,230,1972 - 1984
27,"Madison , MS",6/16/1989,Tennessee,Active,3,74,"Johnson, Austin",FB,240,
36,"San Antonio , TX",4/23/1981,Texas-El Paso,Retired,4,77,"Darilek, Trey",,310,2004 - 2008
78,"Logan , UT",3/26/1939,Utah,Retired,1,74,"Petersen, Ken",,235,1961 - 1961
41,"Mount Holly , NJ",10/25/1975,West Virginia,Retired,1,76,"Landolt, Kevin",,298,1999 - 1999
37,,8/9/1979,Morris Brown,Retired,0,71,"Thornton, James",,185,2006 - 2006
,"Chicago , IL",9/1/1902,Lawrence,Retired,5,68,"Kotal, Eddie",,170,1925 - 1929
,"Duluth , MN",10/26/1898,Navy,Retired,2,72,"Denfeld, Fred",,198,1920 - 1925
22,"Miami Dade County , FL",7/13/1994,Florida Atlantic,Active,1,73,"Coley, Trevon",DT,307,
27,"Los Angeles , CA",10/23/1989,UCLA,Retired,1,70,"Franklin, Johnathan",,205,2013 - 2013
,"Hinsdale , IL",3/5/1920,Illinois,Retired,1,74,"Piggott, Bert",,195,1947 - 1947
25,"Wichita , KS",12/29/1991,Oklahoma State,Retired,3,72,"Randle, Joseph",,210,2013 - 2015
,"Orange , NJ",5/26/1929,Villanova,Retired,2,70,"D'Alonzo, Pete",,210,1951 - 1952
42,"Galveston , TX",6/14/1974,Baylor,Retired,1,72,"Artmore, Rodney",,210,1999 - 1999
31,"Yacolt , WA",10/25/1985,Oregon State,Retired,4,74,"Norris, Slade",,232,2009 - 2012
24,"Erie , PA",4/13/1993,William & Mary,Active,2,73,"Houston-Carson, DeAndre",FS,203,
29,"Los Angeles , CA",5/28/1988,San Jose State,Retired,2,74,"Ihenacho, Carl",,255,2011 - 2012
51,"Miami , FL",10/10/1965,Miami (Fla.),Retired,1,69,"Perriman, Brett",,180,1988 - 1997
59,"Xenia , OH",2/18/1958,Tennessee,Retired,1,74,"James, Roland",,191,1980 - 1990
26,"Austin , TX",5/2/1991,Texas Tech,Active,2,74,"Hyder, Kerry",DE,270,
61,"New Castle , PA",11/15/1955,Virginia Tech,Retired,5,71,"Razzano, Rick",,227,1980 - 1984
31,"Houston , TX",9/24/1985,Mississippi,Retired,9,69,"McBride, Trumaine",,185,2007 - 2015
51,"New Haven , CT",12/21/1965,Maryland,Retired,2,78,"Alston, O'Brien",,246,1988 - 1989
,"Jackson Co. , IN",8/17/1901,Indiana,Retired,1,72,"Fisher, George",,210,1926 - 1926
,"St. Jo , TX",4/18/1931,Texas,Retired,1,73,"Sewell, Harley",,230,1953 - 1963
68,"Edenton , NC",1/15/1949,Duke,Retired,4,74,"Chesson, Wes",,195,1971 - 1974
53,"Boardman , OH",11/25/1963,Miami (Fla.),Retired,1,77,"Kosar, Bernie",,214,1985 - 1996
61,"San Diego , CA",1/17/1956,San Diego State,Retired,2,72,"Martin, Saladin",,180,1980 - 1981
31,"Collierville , TN",4/26/1986,Tennessee,Active,8,76,"Cox, Morgan",LS,233,
78,"Hickory , MS",2/13/1939,Oregon State,Retired,1,72,"Marshall, Chuck",,180,1962 - 1962
29,,4/27/1988,Idaho,Retired,0,75,"Lavarias, Aaron",,250,2011 - 2012
25,"College Station , TX",7/21/1991,Texas Tech,Active,5,78,"Waddle, LaAdrian",T,315,
,"Pearl River , NY",4/11/1916,Colgate,Retired,8,72,"Fortmann, Danny",,210,1936 - 1943
,"Los Angeles , CA",10/4/1919,Texas A&M,Retired,1,72,"Thomason, Jim",,200,1945 - 1945
62,,4/27/1955,Georgia Tech,Retired,1,75,"Pass, Randy",,247,1978 - 1978
68,"Bakersfield , CA",1/1/1949,Colorado,Retired,4,75,"Tarver, John",,227,1972 - 1975
50,"Shelby , MS",6/17/1966,Arkansas State,Retired,8,72,"Barnett, Fred",,208,1990 - 1997
27,"Verona , NJ",7/21/1989,West Chester,Retired,3,71,"DePalma, Dan",,192,2011 - 2013
,,,Unknown,Retired,1,70,"Bell, Henry",,210,1960 - 1960
64,"Clearfield , PA",7/22/1952,Syracuse,Retired,1,72,"Sawyer, Ken",,192,1974 - 1974
24,"Hendersonville , NC",8/4/1992,Western Michigan,Active,1,75,"Ash, Richard",NT,333,
34,,7/13/1982,Western Washington,Retired,1,71,"Koenen, Michael",,198,2005 - 2015
28,"St. Paul , MN",5/12/1989,Central Michigan,Active,7,73,"Bellore, Nick",LB,250,
38,"Hamden , CT",10/18/1978,Purdue,Retired,7,73,"Okobi, Chukky",,305,2001 - 2007
,"Lynn , MA",3/18/1923,Notre Dame,Retired,1,73,"Urban, Gasper",,215,1948 - 1948
52,"Pasadena , CA",3/8/1965,Arizona State,Retired,1,76,"Harvey, Stacy",,245,1989 - 1989
76,"Norfolk , VA",1/6/1941,North Carolina A&T,Retired,8,72,"Gordon, Cornell",,187,1965 - 1972
,"Marlow , OK",8/9/1919,Oklahoma State,Retired,3,68,"Liles, Sonny",,188,1943 - 1945
85,"Montgomery , AL",7/7/1931,LSU,Retired,1,70,"Oakley, Charley",,170,1954 - 1954
29,"Downingtown , PA",4/12/1988,Delaware,Retired,5,75,"Devlin, Pat",,220,2011 - 2015
52,"Riverside , CA",7/11/1964,Nevada-Las Vegas,Retired,4,69,"Thomas, George",,169,1989 - 1992
27,"St. Francis , WI",9/12/1989,Wisconsin,Active,6,74,"Nortman, Brad",P,218,
39,"Orlando , FL",10/6/1977,Virginia Tech,Retired,4,72,"Charlton, Ike",,204,2000 - 2007
61,"Los Angeles , CA",10/16/1955,USC,Retired,7,73,"Cain, Lynn",,205,1979 - 1985
28,"Lexington , KY",7/17/1988,Tennessee,Active,7,77,"Stocker, Luke",TE,253,
70,"Milwaukee , WI",5/15/1947,Princeton,Retired,1,77,"McCann, Tim",,265,1969 - 1969
31,"Los Angeles , CA",7/27/1985,Washington State,Retired,7,72,"Abdullah, Husain",,204,2008 - 2015
,"Killeen , TX",8/13/1952,Texas A&M - Kingsville,Retired,5,74,"Hardeman, Don",,235,1975 - 1979
,"Coshocton , OH",6/29/1893,No College,Retired,1,71,"Shaw, Ben",,190,1923 - 1923
29,"Atlanta , GA",1/2/1988,LSU,Unsigned free agent,7,74,"Sheppard, Kelvin",MLB,249,
46,"Washington , DC",5/12/1971,UCLA,Retired,3,77,"Novitsky, Craig",,295,1994 - 1996
59,"Atchison , KS",12/24/1957,Illinois State,Retired,1,73,"George, Jeff",,185,1987 - 1987
26,"Atlanta , GA",1/6/1991,Central Florida,Retired,2,74,"Davis, Troy",,251,2013 - 2014
30,"Lufkin , TX",2/4/1987,Texas A&M,Retired,4,71,"Lane, Jorvorskie",,258,2012 - 2015
51,"Lincoln , NE",7/14/1965,Nebraska,Retired,6,76,"Noonan, Danny",,282,1987 - 1992
56,"Orlando , FL",7/3/1960,Illinois,Retired,1,75,"Atkins, Kelvin",,235,1983 - 1983
,"Phillips , TX",1/9/1941,Baylor,Retired,6,71,"Goodwin, Ron",,180,1963 - 1968
36,"Los Angeles , CA",4/14/1981,Kansas State,Retired,3,73,"Wallace, Taco",,190,2003 - 2006
26,,9/2/1990,Indiana,Retired,1,70,"Ewald, Mitch",,176,2014 - 2014
33,"Medicine Hat , Alberta",11/9/1983,Calgary,Retired,4,78,"Federkeil, Daniel",,290,2006 - 2009
,"Omaha , NE",9/7/1902,USC,Retired,1,71,"Kaer, Mort",,167,1931 - 1931
31,"Tampa , FL",5/31/1986,Central Florida,Unsigned free agent,8,76,"Douzable, Leger",DE,284,
,"Pulaski , TN",12/7/1935,Tennessee,Retired,2,72,"Gordon, Bobby",,195,1958 - 1960
29,"Brooklyn , NY",9/6/1987,Duke,Active,7,72,"Rey, Vincent",OLB,250,
29,,9/7/1987,Idaho,Retired,1,76,"Hardy, Daniel",,249,2011 - 2011
29,"Oakland , CA",9/1/1987,Oregon,Retired,4,74,"Reed, Nick",,250,2009 - 2012
34,,7/26/1982,Clemson,Retired,1,78,"Jamison, Vontrell",,277,2005 - 2005
24,"Pomona , NJ",1/26/1993,Wisconsin,Active,2,78,"McEvoy, Tanner",WR,230,
49,"Mobile , AL",11/23/1967,Jacksonville State,Retired,3,70,"Malone, Darrell",,182,1992 - 1994
37,"Folkston , GA",10/14/1979,Georgia,Retired,6,75,"Bailey, Boss",,232,2003 - 2008
38,"Nacogdoches , TX",9/8/1978,Hawaii,Retired,1,75,"Forney, Kynan",,302,2001 - 2010
95,"Scranton , PA",11/16/1921,Scranton,Retired,1,72,"Eiden, Ed",,205,1944 - 1944
,"Elizabeth , NJ",12/1/1909,Lafayette,Retired,1,72,"Reuter, Vic",,215,1932 - 1932
63,"Covington , KY",4/9/1954,Tennessee-Chattanooga,Retired,1,77,"Rayhle, Fred",,217,1977 - 1977
44,"Fort Pierce , FL",1/25/1973,Auburn,Retired,4,73,"Harris, Anthony",,240,1996 - 1999
62,"Jacksonville , FL",5/24/1955,Florida,Retired,8,73,"Gaffney, Derrick",,181,1978 - 1987
43,"Kalamazoo , MI",11/17/1973,Central Michigan,Retired,7,80,"Rehberg, Scott",,315,1997 - 2003
25,,5/19/1992,Duke,Retired,1,76,"Dewalt-Ondijo, Jordan",,239,2015 - 2015
30,,9/13/1986,Stanford,Retired,1,71,"Osaisai, Wopamo",,200,2009 - 2009
23,"Daphne , AL",10/2/1993,Alabama,Active,3,73,"Yeldon, T.J.",RB,223,
73,"Canonsburg , PA",9/23/1943,Pittsburgh,Retired,6,75,"Schottenheimer, Marty",,224,1965 - 1970
27,,4/29/1990,North Carolina State,Retired,2,78,"Mattes, R.J.",,313,2013 - 2014
,"Ireland , TX",7/9/1920,Baylor,Retired,4,75,"Edwards, Monk",,213,1940 - 1946
26,"Fort Campbell , KY",5/29/1991,Missouri,Active,4,78,"Britt, Justin",C,315,
56,"Los Angeles , CA",1/26/1961,San Diego State,Retired,2,71,"Ellis, Craig",,185,1986 - 1987
57,"Blythe , CA",10/8/1959,Illinois,Retired,8,76,"Eason, Tony",,212,1983 - 1990
38,"Dayton , OH",12/17/1978,Cincinnati,Retired,1,69,"Glover, LaVar",,177,2002 - 2002
49,"Texarkana , TX",7/14/1967,Lamar,Retired,1,75,"Shavers, Tyrone",,205,1991 - 1991
31,"Shorewood , IL",12/15/1985,Harvard,Active,8,78,"Bryant, Desmond",DE,310,
35,"St. Petersburg , FL",8/29/1981,Auburn,Retired,1,76,"Ratliff, Jay",,303,2005 - 2015
61,"Shreveport , LA",10/2/1955,Morris Brown,Retired,1,76,"Johnson, Ezra",,240,1977 - 1991
29,"Portsmouth , RI",2/29/1988,Brown,Retired,1,73,"Sewall, Bobby",,197,2010 - 2010
71,"Jacksonville , FL",5/18/1946,Florida,Retired,5,73,"Wages, Harmon",,215,1968 - 1973
29,"Monroe , LA",11/16/1987,LSU,Retired,3,76,"Levingston, Lazarius",,292,2011 - 2013
39,"Kansas City , MO",7/19/1977,Georgia,Retired,1,72,"Harris, Jeff",,189,2000 - 2000
,"Fresno , CA",10/6/1930,California,Retired,9,75,"Richter, Les",,238,1954 - 1962
87,"Town Creek , AL",9/20/1929,Mississippi State,Retired,1,75,"Manley, Jack",,215,1953 - 1953
46,"Raleigh , NC",4/27/1971,Lenoir-Rhyne,Retired,3,75,"Keith, Craig",,262,1993 - 1995
,"Newark , NJ",12/1/1931,Alabama,Retired,9,75,"Youngelman, Sid",,257,1955 - 1963
84,"Aspermont , TX",4/19/1933,Hardin-Simmons,Retired,1,69,"Hart, Pete",,190,1960 - 1960
62,"Fort Worth , TX",8/8/1954,Oklahoma,Retired,6,72,"Ivory, Horace",,197,1977 - 1982
33,"Phoenix , AZ",12/26/1983,Arizona State,Retired,6,71,"James, Robert",,224,2008 - 2013
39,"Chicago , IL",6/30/1977,Eastern Illinois,Retired,5,73,"Watson, Chris",,188,1999 - 2003
55,"Morristown , TN",10/30/1961,Tennessee-Chattanooga,Retired,1,75,"Nease, Mike",,272,1987 - 1987
59,"Quakertown , PA",1/16/1958,Millersville,Retired,2,69,"Lewis, Will",,185,1980 - 1981
29,Auckland New Zealand,5/11/1988,Oregon State,Active,7,73,"Paea, Stephen",DT,300,
25,,6/23/1991,Florida,Active,1,74,"Halapio, Jon",G,320,
28,"North Las Vegas , NV",7/20/1988,Oklahoma,Retired,4,73,"Carter, Quinton",,200,2011 - 2014
78,"Akron , OH",7/11/1938,Wooster,Retired,1,72,"Callahan, Dan",,230,1960 - 1960
73,"Fort Lauderdale , FL",3/31/1944,Florida A&M,Retired,2,75,"Kelly, John",,250,1966 - 1967
79,"New Orleans , LA",4/18/1938,Tulane,Retired,1,75,"Petitbon, Richie",,206,1959 - 1972
24,,12/23/1992,Arkansas State,Active,1,77,"Griswold, Darion",TE,255,
30,"Jersey City , NJ",1/15/1987,Virginia,Retired,3,73,"Jackson, Rashawn",,240,2010 - 2012
60,"Minneapolis , MN",3/3/1957,St. Cloud State,Retired,6,72,"Nord, Keith",,197,1979 - 1985
32,"Spanish Fort , AL",12/5/1984,Alabama,Active,1,74,"Gilberry, Wallace",DE,270,
,"Louisville , KY",12/11/1900,No College,Retired,1,64,"Giugliano, Patsy",,140,1923 - 1923
,"Glens Falls , NY",2/26/1926,Penn State,Retired,3,74,"Nolan, John",,232,1948 - 1950
43,"Detroit , MI",10/9/1973,Missouri,Retired,4,78,"Ofodile, A.J.",,260,1994 - 1999
,"Old Forge , PA",8/8/1916,Penn State,Retired,1,73,"Cherundolo, Chuck",,215,1937 - 1948
55,"Sacramento , CA",10/9/1961,Brigham Young,Retired,1,76,"Matich, Trevor",,287,1985 - 1996
59,"Dallas , TX",12/16/1957,Oklahoma State,Retired,1,76,"Echols, Donnie",,240,1987 - 1987
33,"Westlake Village , CA",5/30/1984,Texas-El Paso,Retired,7,77,"Palmer, Jordan",,230,2007 - 2014
64,"Fremont , OK",11/3/1952,Morehead State,Retired,1,72,"Nighswander, Nick",,232,1974 - 1974
26,"Atlanta , GA",12/3/1990,LSU,Active,5,72,"Minter, Kevin",LB,246,
,"Eagle Lake , TX",8/24/1949,Tulsa,Retired,4,73,"Ashton, Josh",,205,1972 - 1975
,"Toledo , OH",7/2/1900,Michigan,Retired,3,70,"Vick, Ernie",,190,1925 - 1928
79,"Dierks , AR",11/7/1937,Oregon State,Retired,1,75,"Thomas, Aaron",,210,1961 - 1970
29,,6/1/1988,Iowa,Retired,1,75,"Nielsen, Tyler",,238,2012 - 2012
38,"Westlake , OH",8/15/1978,Buffalo,Retired,4,71,"Haddad, Drew",,187,2001 - 2005
62,"White Plains , NY",10/8/1954,South Carolina,Retired,9,75,"Saldi, Jay",,225,1976 - 1984
25,"Naperville , IL",1/14/1992,Illinois State,Active,3,76,"O'Shaughnessy, James",TE,245,
32,"Fairfax , VA",9/30/1984,Virginia Tech,Retired,0,72,"Patten, Jake",,212,2007 - 2007
,"Los Angeles , CA",7/13/1935,Occidental,Retired,1,73,"Kemp, Jack",,201,1957 - 1969
,"Evansville , IN",8/1/1912,Purdue,Retired,2,70,"Sandefur, Dick",,195,1936 - 1937
80,"Stockton , CA",3/20/1937,U. of Pacific,Retired,9,75,"Kammerer, Carl",,243,1961 - 1969
38,"Orlando , FL",10/6/1978,Duke,Retired,6,73,"Lewis, Kevin",,235,2000 - 2005
56,"Knoxville , TN",6/6/1961,Tennessee,Retired,1,73,"Bates, Bill",,213,1983 - 1997
48,"Jacksonville , FL",4/26/1969,Florida State,Retired,2,73,"Dinkins, Howard",,223,1992 - 1993
29,"Gary , IN",6/26/1987,Purdue,Retired,6,75,"Neal, Mike",,262,2010 - 2015
,"Williamsport , PA",11/13/1934,Maryland,Retired,9,74,"Pellegrini, Bob",,233,1956 - 1965
68,"St. Paul , MN",10/18/1948,Minnesota,Retired,8,75,"Carter, Jim",,235,1970 - 1978
23,"New Orleans , LA",3/23/1994,LSU,Active,2,77,"Alexander, Vadal",OT,326,
31,"Denver , CO",4/3/1986,New Mexico State,Retired,1,71,"Richardson, Derrick",,190,2009 - 2009
,"Lincoln , NE",12/31/1964,Nebraska-Omaha,Retired,2,75,"Beckman, Brad",,236,1988 - 1989
29,"Washington , DC",5/27/1988,Illinois,Active,9,71,"Davis, Vontae",CB,207,
,"Sioux City , IA",6/28/1934,Notre Dame,Retired,9,72,"Lemek, Ray",,238,1957 - 1965
47,"Jersey City , NJ",10/9/1969,New Hampshire,Retired,5,76,"Sabb, Dwayne",,248,1992 - 1996
42,"Chicago , IL",8/1/1974,Central State (Ohio),Retired,3,75,"Waldroup, Kerwin",,260,1996 - 1998
35,"Johnsonville , SC",8/8/1981,Gardner-Webb,Retired,6,76,"Maxwell, Jim",,240,2004 - 2009
52,"Lafayette , LA",4/2/1965,LSU,Retired,1,72,"Jean-Batiste, Garland",,208,1987 - 1987
40,"Petersburg , VA",3/21/1977,Virginia,Retired,1,72,"Thweatt, Byron",,237,2001 - 2001
,"Brunswick , GA",6/15/1921,Georgia,Retired,4,73,"Davis, Lamar",,185,1946 - 1949
,"Brackenridge , PA",5/25/1935,Unknown,Retired,6,75,"Gilchrist, Cookie",,251,1962 - 1967
24,"McKeesport , PA",11/11/1992,Texas Tech,Active,1,76,"Jackson, Branden",DE,268,
,"Fort Scott , KS",1/23/1930,Baylor,Retired,1,74,"Casner, Ken",,245,1952 - 1952
28,,2/1/1989,Harvard,Retired,1,71,"Zych, Collin",,203,2011 - 2011
,"Steelton , PA",10/17/1918,Gettysburg,Retired,1,75,"Yovicsin, John",,195,1944 - 1944
,"Buffalo , NY",4/13/1916,Boston College,Retired,1,72,"Harrison, Dick",,195,1944 - 1944
,"Richlands , NC",8/25/1946,Minnesota,Retired,1,76,"Sanders, Charlie",,225,1968 - 1977
,"Moline , IL",5/15/1906,Oklahoma,Retired,3,73,"Ellstrom, Swede",,203,1934 - 1936
62,"Columbus , GA",8/29/1954,Tennessee State,Retired,6,73,"Davis, Oliver",,203,1977 - 1982
36,"Palos Heights , IL",8/3/1980,Illinois,Retired,1,78,"Pashos, Tony",,325,2003 - 2013
,"Cleveland , OH",1/21/1923,John Carroll,Retired,5,79,"Ecker, Ed",,276,1947 - 1952
31,,6/27/1985,Syracuse,Retired,1,70,"Chiara, Paul",,204,2009 - 2009
,"Oklahoma City , OK",11/28/1921,Oklahoma,Retired,4,72,"Andros, Plato",,240,1947 - 1950
24,"Lamar , SC",5/29/1993,Clemson,Active,2,72,"Goodson, B.J.",OLB,242,
,"Los Angeles , CA",1/14/1930,Stanford,Retired,4,71,"Kerkorian, Gary",,185,1952 - 1956
,"North Little Rock , AR",5/8/1925,LSU,Retired,1,73,"Land, Fred",,220,1948 - 1948
31,,10/20/1985,Youngstown State,Retired,1,73,"Terry, James",,235,2008 - 2008
49,"Philadelphia , PA",4/29/1968,Louisville,Retired,6,75,"Nagle, Browning",,220,1991 - 1996
,"Beattysville , KY",3/18/1920,Kentucky,Retired,1,73,"Little, Jim",,200,1945 - 1945
,"Garland , NE",9/29/1901,Nebraska,Retired,9,73,"Lewellen, Verne",,180,1924 - 1932
40,"Long Beach , CA",9/3/1976,Washington,Retired,2,75,"Davis, Reggie",,233,1999 - 2000
29,"Fort Knox , KY",11/20/1987,Kentucky,Retired,3,75,"Jarmon, Jeremy",,286,2009 - 2011
56,"San Diego , CA",7/16/1960,San Diego State,Retired,7,75,"Reed, Doug",,254,1984 - 1990
82,"Richmond , VA",12/17/1934,Michigan,Retired,1,74,"Baldacci, Lou",,200,1956 - 1956
32,"Columbus , GA",12/12/1984,Georgia Tech,Unsigned free agent,1,74,"Wheeler, Philip",OLB,245,
47,"Tarboro , NC",8/15/1969,Winston-Salem State,Retired,1,73,"Thigpen, Yancey",,203,1991 - 2000
28,"Ronks , PA",11/14/1988,Bridgewater College,Retired,2,72,"Beiler, Tyler",,190,2011 - 2012
24,"Vernon Hills , IL",12/18/1992,Notre Dame,Retired,1,73,"Daniels, DaVaris",,201,2015 - 2015
28,"Midland City , AL",11/1/1988,Grambling State,Unsigned free agent,5,78,"Donnell, Larry",TE,265,
50,"New York , NY",6/28/1966,Illinois,Retired,1,72,"Bellamy, Mike",,195,1990 - 1990
66,"Houston , TX",7/8/1950,Texas Southern,Retired,3,74,"Young, James",,260,1977 - 1979
,"St. Louis , MO",2/8/1939,Southeast Missouri State,Retired,1,73,"Iman, Ken",,240,1960 - 1974
,"Boston , MA",1/30/1942,Boston U.,Retired,2,74,"Nichols, Bobby",,220,1967 - 1968
25,"San Pedro , CA",10/11/1991,Nevada,Active,4,76,"Bitonio, Joel",G,305,
55,American Samoa,3/1/1962,Hawaii,Retired,8,73,"Noga, Niko",,230,1984 - 1991
29,"San Diego , CA",11/25/1987,Colorado State,Retired,1,75,"Albritton, Scott",,234,2011 - 2011
49,"Pensacola , FL",1/27/1968,Florida State,Retired,7,74,"Johnson, Reggie",,256,1991 - 1997
27,"Miami , FL",9/28/1989,Miami (Fla.),Retired,4,75,"Forston, Marcus",,305,2012 - 2015
64,"Seattle , WA",4/3/1953,Oregon,Retired,1,78,"Francis, Russ",,240,1975 - 1988
31,"Mt. Olive , MS",3/18/1986,West Texas A&M,Unsigned free agent,8,78,"Sims, Eugene",DE,269,
24,"Oviedo , FL",4/23/1993,Louisiana Tech,Active,2,76,"Driskel, Jeff",QB,231,
,Czechoslovakia,1/16/1900,No College,Retired,1,69,"Gorgal, Alex",,180,1923 - 1923
,"Dubuque , IA",9/11/1929,Dartmouth,Retired,1,72,"Roberts, Bill",,200,1956 - 1956
49,Amsterdam Netherlands,9/22/1967,Washington,Retired,7,78,"Hasselbach, Harald",,285,1994 - 2000
39,,9/29/1977,Montana,Retired,1,78,"Raynock, Chase",,305,2002 - 2002
64,"Welch , WV",7/18/1952,Jackson State,Retired,1,78,"Dalton, Oakley",,285,1977 - 1977
64,"Rochester , NY",8/7/1952,Notre Dame,Retired,1,70,"Thomas, Bob",,178,1975 - 1986
25,,9/5/1991,West Texas A&M,Retired,1,75,"Pierce-Brewster, Markus",,243,2015 - 2015
57,"Corpus Christi , TX",9/9/1959,Houston,Retired,1,72,"Barrett, Dave",,230,1982 - 1982
70,"Washington , DC",1/30/1947,North Carolina,Retired,2,76,"Richey, Mike",,263,1969 - 1970
32,,8/23/1984,West Virginia,Retired,0,75,"Magro, Marc",,246,2008 - 2008
48,"Baltimore , MD",7/22/1968,Howard,Retired,6,70,"Vanhorse, Sean",,180,1991 - 1996
33,"Brooklyn , NY",8/4/1983,Northwestern,Retired,7,75,"Castillo, Luis",,290,2005 - 2011
23,"South Portland , ME",8/28/1993,Maine,Active,1,73,"Bates, Trevor",LB,247,
37,"Franklin , VA",10/2/1979,Hampton,Retired,2,76,"Scott, Greg",,293,2002 - 2004
54,"Muskogee , OK",9/2/1962,Central Oklahoma,Retired,1,75,"Leggett, Scott",,285,1987 - 1987
74,"Jonesboro , AR",5/6/1943,Notre Dame,Retired,5,74,"Carroll, Jim",,230,1965 - 1969
36,"Sacramento , CA",8/6/1980,Iowa State,Retired,1,71,"Wallace, Seneca",,205,2003 - 2013
40,"Wyoming , MN",2/22/1977,Minnesota,Retired,5,78,"Haayer, Adam",,311,2001 - 2006
,"Chicago , IL",11/12/1927,Notre Dame,Retired,1,71,"Gay, Billy",,180,1951 - 1951
26,,11/13/1990,Ohio State,Retired,2,74,"Sabino, Etienne",,247,2013 - 2014
,"Cincinnati , OH",6/17/1963,Indiana State,Retired,6,71,"Davis, Wayne",,175,1985 - 1990
43,"East Orange , NJ",3/17/1974,Tennessee,Retired,1,74,"Lane, Eric",,240,1997 - 1997
27,"Gadsden , AL",10/26/1989,Alabama,Active,6,74,"Kirkpatrick, Dre",CB,185,
62,"Seattle , WA",6/29/1954,Washington,Retired,9,76,"Pinney, Ray",,251,1976 - 1987
79,"Miami , FL",5/18/1938,Florida,Retired,1,73,"Beaver, Jim",,235,1962 - 1962
33,"Chicago , IL",9/6/1983,Notre Dame,Retired,3,76,"Santucci, Dan",,304,2007 - 2010
66,"Amarillo , TX",12/1/1950,North Texas,Retired,2,73,"Scales, Hurles",,200,1974 - 1975
56,"Riviera Beach , FL",9/17/1960,Michigan,Retired,1,71,"Carter, Anthony",,181,1985 - 1995
,,8/19/1925,Rice,Retired,1,75,"Watson, Joe",,235,1950 - 1950
,"Bement , IL",10/5/1898,Bethany (W.V.),Retired,1,67,"Adkins, Roy",,180,1920 - 1920
30,"San Augustine , TX",7/16/1986,Stephen F. Austin St.,Retired,2,74,"Edison, Dominique",,204,2009 - 2011
66,"Saginaw , MI",9/21/1950,Michigan,Retired,1,77,"Beckman, Tom",,250,1972 - 1972
34,"Mesquite , TX",2/15/1983,Tulsa,Retired,0,68,"Davis, Ashlan",,180,2006 - 2006
24,"Guthrie , OK",2/8/1993,Missouri,Active,2,73,"Brothers, Kentrell",OLB,242,
,"Canton , OH",9/21/1901,No College,Retired,1,,"Zerby, Harold",,165,1926 - 1926
46,"Red Bank , NJ",2/3/1971,California,Retired,9,76,"Dawkins, Sean",,213,1993 - 2001
23,"Lauderhill , FL",3/1/1994,West Alabama,Active,2,70,"Hill, Tyreek",WR,185,
36,"Seattle , WA",8/29/1980,Montana State,Retired,5,73,"Thomas, Joey",,190,2004 - 2010
56,"Phenix City , AL",5/10/1961,Kent State,Retired,7,72,"Jakes, Van",,188,1983 - 1990
,"Pendleton , OR",3/28/1911,Oregon,Retired,1,70,"Temple, Mark",,175,1936 - 1936
36,"Gainesville , FL",11/4/1980,Louisville,Retired,5,76,"Owens, Richard",,273,2004 - 2008
36,"Macon , GA",6/9/1980,Georgia,Retired,9,77,"Foster, George",,338,2003 - 2012
29,,2/22/1988,Minnesota,Retired,3,75,"Alford, Dominic",,320,2011 - 2013
,"Austin , TX",4/16/1927,Western Nebraska CC-Scottsbluff,Retired,1,73,"Lane, Night Train",,194,1952 - 1965
33,"Ida Grove , IA",5/18/1984,South Dakota,Retired,3,75,"Schable, A.J.",,281,2006 - 2011
