age,birth_date,college,retirement_status,years_played,height,player_name,position,weight_lbs,year_start,year_end
,7/28/1944,Duke,Retired,2,72,"Glacken, Scotty",,190,1966,1967
37,7/28/1979,Toledo,Retired,6,76,"Kaczur, Nick",,315,2005,2010
,10/18/1892,Morningside,Retired,2,,"Webber, Harry",,173,1920,1923
54,12/3/1962,Washington,Retired,3,74,"Garnett, Scott",,271,1984,1987
25,4/23/1992,Alabama,Active,3,77,"Kouandjio, Arie",OG,325,,
54,10/15/1962,San Francisco State,Retired,1,73,"Jackson, Joe",,225,1987,1987
27,5/3/1990,Oklahoma State,Retired,1,75,"Nicholas, Nigel",,269,2013,2013
,1/12/1922,Lawrence,Retired,1,73,"Zupek, Al",,205,1946,1946
,9/11/1900,Springfield,Retired,1,69,"Civiletto, Frank",,180,1923,1923
73,3/6/1944,Florida,Retired,8,77,"Jackson, Randy",,250,1967,1974
,3/11/1917,Southern Methodist,Retired,4,72,"Sanders, Jack",,219,1940,1945
29,1/10/1988,Texas Tech,Retired,2,70,"Wall, Jamar",,202,2010,2011
26,5/9/1991,Florida International,Unsigned free agent,5,76,"Williams, Tourek",LB,262,,
23,3/18/1994,Houston,Active,1,69,"McDonald, Adrian",DB,190,,
27,5/2/1990,Connecticut,Active,5,73,"Moore, Sio",LB,245,,
52,2/1/1965,California-Davis,Retired,3,73,"Mandeville, Chris",,213,1987,1989
42,1/3/1975,Nevada,Retired,5,74,"Cannida, James",,305,1998,2002
,6/16/1902,Marquette,Retired,3,72,"Fahay, John",,189,1925,1929
27,1/29/1990,LSU,Retired,2,71,"Taylor, Brandon",,205,2012,2013
,2/25/1929,Youngstown State,Retired,3,71,"Goldston, Ralph",,195,1952,1955
73,10/14/1943,Utah State,Retired,3,74,"Zecher, Rich",,255,1965,1967
37,11/8/1979,Pittsburgh,Retired,4,72,"Walker, Ramon",,212,2002,2006
29,2/2/1988,California (PA),Retired,2,72,"Nixon, James",,186,2012,2013
32,4/12/1985,Ohio State,Active,1,71,"Ginn, Ted",WR,180,,
30,1/27/1987,Florida Atlantic,Retired,1,74,"Harmon, Jason",,214,2010,2010
76,1/12/1941,Palomar Coll. CA (J.C.),Retired,1,74,"Dempsey, Tom",,255,1969,1979
63,2/11/1954,Nicholls State,Retired,7,76,"Barbaro, Gary",,203,1976,1982
26,2/22/1991,Southern Methodist,Retired,1,70,"Johnson, Darius",,175,2013,2013
25,11/25/1991,USC,Active,4,72,"Lee, Marqise",WR,200,,
44,2/17/1973,Grambling State,Retired,1,75,"Samson, Michael",,294,1996,1996
31,2/6/1986,Arkansas,Retired,7,78,"Anderson, Jamaal",,280,2007,2013
,3/1/1914,Santa Clara,Retired,3,71,"Fisher, Ev",,205,1938,1940
39,4/30/1978,Appalachian State,Retired,2,71,"Albea, Troy",,215,2001,2002
41,9/3/1975,Brigham Young,Retired,4,78,"Andersen, Jason",,315,1998,2002
51,9/16/1965,Hawaii,Retired,7,73,"Noga, Al",,259,1988,1994
63,7/23/1953,Elon,Retired,1,73,"Sexton, Brent",,190,1977,1977
29,4/10/1988,Maryland,Retired,4,78,"Yeatman, Will",,315,2011,2014
,11/19/1903,Boston College,Retired,1,68,"Kobolinski, Steve",,170,1926,1926
51,9/12/1965,South Carolina State,Retired,1,71,"Glaze, Charles",,200,1987,1987
44,6/26/1972,West Virginia,Retired,1,70,"Walker, Robert",,197,1996,1996
64,8/20/1952,Miami (Fla.),Retired,3,73,"Thompson, Woody",,228,1975,1977
74,2/28/1943,Iowa State,Retired,7,71,"Vaughn, Tom",,190,1965,1971
,11/21/1911,Pittsburgh,Retired,2,71,"Nixon, Mike",,181,1935,1942
46,11/14/1970,Stanford,Retired,1,71,"Gordon, Darrien",,190,1993,2002
,9/20/1923,Tulsa,Retired,1,72,"Paine, Homer",,235,1949,1949
,11/22/1937,Idaho,Retired,5,79,"Fanning, Stan",,270,1960,1964
,2/17/1891,Villanova,Retired,1,68,"Forst, Dutch",,195,1926,1926
,6/19/1924,Minnesota,Retired,1,75,"Nomellini, Leo",,259,1950,1963
,5/31/1921,Duquesne,Retired,1,72,"Cibulas, Joe",,220,1945,1945
26,6/10/1990,California (PA),Active,4,72,"McDonald, Dewey",LB,220,,
29,11/29/1987,Prairie View A&M,Retired,3,75,"Hamilton, Adrian",,255,2012,2014
53,9/8/1963,Georgia Tech,Retired,3,71,"Lavette, Robert",,190,1985,1987
32,3/1/1985,Illinois,Retired,3,74,"Leman, Jeremy",,240,2008,2011
39,5/22/1978,Utah,Retired,1,73,"Tate, Adam",,239,2003,2003
51,12/27/1965,Penn State,Retired,2,69,"Isom, Ray",,190,1987,1988
30,10/14/1986,Oklahoma,Retired,2,71,"Johnson, Manuel",,203,2009,2011
44,8/16/1972,North Carolina State,Retired,2,72,"Goines, Eddie",,186,1995,1996
67,11/24/1949,Eastern Washington,Retired,4,73,"Picard, Bob",,195,1973,1976
,7/28/1905,Barber-Scotia,Retired,3,,"Plank, Earl",,174,1926,1930
,8/7/1919,Louisiana-Lafayette,Retired,1,72,"Bandura, John",,206,1943,1943
,12/17/1901,Ohio State,Retired,1,70,"Young, Billy",,210,1929,1929
56,7/31/1960,Nicholls State,Retired,2,74,"Harding, Greg",,197,1984,1987
37,2/28/1980,Garden City CC KS,Retired,1,73,"Gay, Benjamin",,227,2001,2001
51,10/23/1965,Central Florida,Retired,2,70,"Davis, Elgin",,192,1987,1988
68,10/4/1948,North Texas,Retired,1,75,"Hardman, Cedrick",,255,1970,1981
24,3/31/1993,Coastal Carolina,Active,2,72,"Rice, Denzel",SAF,196,,
,6/20/1898,Notre Dame,Retired,3,71,"Phelan, Bob",,185,1922,1924
63,8/20/1953,Henderson State,Retired,9,74,"Rhone, Earnest",,220,1975,1984
27,6/24/1989,Iowa State,Active,6,77,"Osemele, Kelechi",OG,330,,
53,10/30/1963,Eastern Illinois,Retired,1,69,"Arapostathis, Evan",,160,1986,1986
36,11/11/1980,North Carolina,Retired,7,70,"Parker, Willie",,212,2004,2010
43,9/21/1973,Iowa,Retired,1,72,"Jackson, Chris",,202,1997,1997
69,1/22/1948,Purdue,Retired,1,72,"Foley, Tim",,194,1970,1980
23,6/15/1993,Boise State,Active,3,72,"Ajayi, Jay",RB,229,,
,2/20/1900,Notre Dame,Retired,1,73,"Garvey, Hec",,235,1922,1931
27,3/18/1990,Toledo,Retired,1,78,"Lindeman, A.J.",,300,2013,2013
32,7/28/1984,Morehouse,Retired,2,69,"Washington, John David",,208,2006,2007
31,3/20/1986,Wayne State (Mich.),Retired,1,74,"Akra, Daunte",,227,2011,2011
26,11/9/1990,Rutgers,Retired,3,74,"Glaud, Ka'Lial",,220,2013,2015
58,12/28/1958,LSU,Retired,1,71,"Carson, Carlos",,180,1980,1989
31,7/11/1985,Unknown,Retired,4,71,"Giguere, Samuel",,218,2008,2011
,7/21/1932,North Carolina Central,Retired,4,75,"Warlick, Ernie",,235,1962,1965
26,12/24/1990,Arizona State,Retired,1,74,"Ozier, Kevin",,200,2014,2014
26,11/2/1990,Iowa,Retired,1,77,"Van Sloten, Brett",,300,2014,2014
34,10/6/1982,Penn State,Retired,3,77,"Reed, Tyler",,305,2006,2009
40,3/24/1977,Syracuse,Retired,2,78,"Baniewicz, Mark",,304,2000,2001
53,9/23/1963,Clemson,Retired,7,77,"Riggs, Jim",,245,1987,1993
,8/15/1912,Ohio State,Retired,2,73,"Padlow, Max",,199,1935,1936
72,8/1/1944,Prairie View A&M,Retired,9,77,"Reed, Alvin",,235,1967,1975
27,7/7/1989,Texas,Active,6,75,"Robinson, Keenan",LB,238,,
64,12/12/1952,USC,Retired,2,71,"Carter, Allen",,208,1975,1976
,5/5/1919,Michigan,Retired,4,68,"Westfall, Bob",,190,1944,1947
30,1/13/1987,Michigan State,Retired,1,72,"Anderson, Trevor",,241,2010,2010
,3/2/1898,Kentucky,Retired,2,71,"Netherton, Bill",,180,1921,1922
33,1/8/1984,LSU,Retired,0,71,"Daniels, Jessie",,216,2007,2007
54,9/29/1962,Missouri,Retired,2,76,"Seitz, Warren",,217,1986,1987
45,4/6/1972,Washington State,Retired,1,77,"Eaton, Chad",,303,1995,2004
67,10/19/1949,Kansas State,Retired,1,75,"Dickey, Lynn",,214,1971,1985
33,4/2/1984,Hofstra,Retired,3,70,"Ellis, Devale",,174,2006,2008
39,5/31/1978,Wyoming,Retired,4,74,"Elling, Aaron",,201,2003,2008
71,7/5/1945,Tennessee-Martin,Retired,2,77,"Lambert, Gordon",,245,1968,1969
53,7/24/1963,Texas A&M-Commerce,Retired,6,77,"Veingrad, Alan",,277,1986,1992
,7/3/1943,Tennessee,Retired,8,74,"DeLong, Steve",,252,1965,1972
59,2/8/1958,Nebraska,Retired,4,74,"Nelson, Derrie",,236,1983,1986
39,10/10/1977,Colorado,Retired,6,78,"Ashworth, Tom",,306,2002,2007
28,12/7/1988,Fresno State,Retired,2,74,"Hamler, Jamel",,195,2011,2012
45,12/29/1971,Dartmouth,Retired,1,74,"Fiedler, Jay",,225,1994,2006
,8/1/1928,Pittsburgh,Retired,2,71,"Andabaker, Rudy",,196,1952,1954
28,9/8/1988,Illinois,Active,7,74,"Benn, Arrelious",WR,222,,
69,11/17/1947,San Diego State,Retired,3,73,"Oliver, Clancy",,183,1969,1973
38,8/23/1978,San Diego State,Retired,2,71,"Ned, Larry",,217,2003,2004
,8/26/1914,Syracuse,Retired,1,72,"Reckmack, Ray",,200,1937,1937
25,3/1/1992,Missouri,Active,1,76,"Lucas, Marcus",TE,235,,
,10/11/1921,Northwest Missouri State,Retired,2,74,"Schottel, Ivan",,204,1946,1948
39,6/10/1977,Hampton,Retired,4,76,"Thomas, Jason",,325,2000,2006
56,11/16/1960,Rhode Island,Retired,1,76,"DeLuca, Tony",,250,1984,1984
,11/29/1956,Tulane,Retired,7,76,"Laakso, Eric",,265,1978,1984
26,8/8/1990,Minnesota,Active,4,78,"Hageman, Ra'Shede",DT,318,,
,4/25/1926,Oklahoma State,Retired,9,72,"Parmer, Jim",,193,1948,1956
51,2/20/1966,Arizona State,Retired,1,70,"Harris, Darryl",,178,1988,1988
44,3/18/1973,Ohio State,Retired,4,70,"Kerner, Marlon",,187,1995,1998
,7/28/1907,Colgate,Retired,2,70,"Yablock, Izzy",,172,1930,1931
53,1/20/1964,Wake Forest,Retired,1,76,"Garbarczyk, Tony",,275,1987,1987
86,9/16/1930,Oregon State,Retired,1,75,"Cadwell, John",,230,1961,1961
62,1/28/1955,USC,Retired,5,71,"Reece, Danny",,190,1976,1980
95,8/31/1921,Portland,Retired,1,74,"Beil, Larry",,235,1948,1948
,7/23/1909,Southern Methodist,Retired,1,73,"Carter, Joe",,201,1933,1945
,1/13/1910,Franklin (Ohio),Retired,1,73,"Isselhardt, Ralph",,205,1937,1937
32,2/18/1985,Georgia,Retired,6,72,"Ware, D.J.",,225,2007,2012
37,3/28/1980,Minnesota,Retired,5,73,"Tapeh, Thomas",,243,2004,2008
55,1/10/1962,Marshall,Retired,1,72,"Echols, Terry",,220,1984,1984
29,5/2/1988,Georgia,Retired,3,74,"Chapas, Shaun",,241,2011,2014
62,9/1/1954,Texas A&M,Retired,7,69,"Thomas, Pat",,183,1976,1982
23,5/31/1994,Northern Iowa,Active,2,74,"Hall, Deiondre'",CB,201,,
52,7/13/1964,Weber State,Retired,1,70,"Darrington, Chris",,180,1987,1987
,,,Retired,,,"Emslie, Red",,,1923,1923
,1/21/1919,Arkansas,Retired,6,75,"Adams, Neal",,195,1942,1947
83,7/31/1933,Pittsburgh,Retired,1,73,"Glatz, Fred",,200,1956,1956
64,7/14/1952,Kentucky,Retired,4,74,"Ehlers, Tom",,218,1975,1978
34,9/23/1982,Carson-Newman,Retired,6,72,"Weaver, Leonard",,250,2005,2010
56,11/18/1960,Elon,Retired,1,75,"Ballard, Quinton",,289,1983,1983
43,12/7/1973,Tennessee-Chattanooga,Retired,1,75,"Owens, Terrell",,224,1996,2012
25,8/7/1991,San Diego State,Active,3,75,"Pinkins, Eric",DB,230,,
65,9/26/1951,Notre Dame,Retired,1,76,"Casper, Dave",,240,1974,1984
68,5/12/1949,North Carolina,Retired,1,73,"McCauley, Don",,211,1971,1981
57,7/6/1959,Louisville,Retired,1,79,"Jacoby, Joe",,295,1981,1993
45,8/31/1971,Middle Tennessee State,Retired,1,74,"Caldwell, Mike",,235,1993,2003
,8/7/1919,Oklahoma,Retired,6,73,"Jacobs, Jack",,186,1942,1949
,6/20/1897,Indiana,Retired,6,70,"Mathys, Charlie",,165,1921,1926
30,5/30/1987,Northeastern,Retired,1,76,"Vega, Jason",,255,2013,2013
,11/29/1894,Lehigh,Retired,1,70,"Maginnes, Dave",,165,1921,1921
31,7/26/1985,Temple,Retired,1,73,"DiMichele, Adam",,202,2009,2009
,8/24/1907,Texas-El Paso,Retired,3,73,"Mayhew, Lindy",,223,1936,1938
36,7/17/1980,UCLA,Retired,8,72,"Thomas, Robert",,235,2002,2009
25,11/27/1991,Montana,Active,1,80,"Poehls, William",T,334,,
,8/16/1924,Baylor,Retired,1,76,"Tinsley, Buddy",,245,1949,1949
40,5/5/1977,Nevada-Las Vegas,Retired,1,73,"Ware, Lenny",,195,2000,2000
62,5/3/1955,Michigan Tech,Retired,1,72,"Van Wagner, James",,202,1978,1978
,5/13/1903,Minnesota,Retired,2,67,"Abramson, George",,198,1925,1926
33,12/14/1983,Alabama,Retired,0,77,"Harris, Chris",,257,2007,2007
26,3/13/1991,Missouri,Active,3,75,"Golden, Markus",OLB,260,,
47,1/26/1970,Alabama,Retired,3,70,"Lassic, Derrick",,205,1993,1995
,11/10/1953,Tulane,Retired,6,73,"Chambers, Rusty",,218,1975,1980
28,2/12/1989,West Virginia,Active,6,70,"Tandy, Keith",SS,205,,
64,10/18/1952,Georgia,Retired,8,72,"Johnson, Andy",,204,1974,1982
33,9/30/1983,West Virginia,Active,1,70,"Jones, Adam",CB,180,,
43,7/5/1973,Colorado,Retired,1,73,"Detmer, Koy",,195,1997,2006
,9/5/1937,Northwestern State-Louisiana,Retired,7,65,"Tolar, Charley",,200,1960,1966
56,7/14/1960,New Mexico State,Retired,1,69,"Johnson, Holbert",,180,1987,1987
44,5/1/1973,Pittsburgh,Retired,1,71,"Martin, Curtis",,210,1995,2006
27,2/11/1990,Virginia Tech,Unsigned free agent,4,78,"Becton, Nick",OT,322,,
47,2/4/1970,Georgia,Retired,1,71,"Peterson, Todd",,180,1994,2005
48,3/16/1969,Pittsburgh,Retired,1,71,"Israel, Steve",,197,1992,2001
50,4/6/1967,North Carolina,Retired,9,71,"Fenner, Derrick",,240,1989,1997
63,5/13/1954,Washington,Retired,5,71,"Reed, Frank",,193,1976,1980
54,3/10/1963,UCLA,Retired,2,77,"Walen, Mark",,265,1987,1988
23,11/12/1993,Clemson,Active,2,70,"Alexander, Mackensie",CB,192,,
46,12/11/1970,Florida,Retired,7,71,"Rhett, Errict",,211,1994,2000
,11/28/1941,Grambling State,Retired,4,71,"Garrett, J.D.",,195,1964,1967
,8/19/1940,Florida,Retired,2,76,"Dean, Floyd",,236,1964,1965
47,10/12/1969,Oklahoma,Retired,5,73,"Ray, Terry",,205,1992,1996
35,11/4/1981,Miami (Fla.),Unsigned free agent,1,74,"Wilfork, Vince",NT,325,,
42,11/5/1974,Eastern New Mexico,Retired,5,70,"Hamilton, Conrad",,185,1996,2001
,3/7/1916,Texas Tech,Retired,1,71,"Marek, Jodie",,182,1943,1943
25,1/2/1992,Utah,Active,3,70,"Clay, Kaelin",WR,200,,
41,7/8/1975,Texas-El Paso,Retired,5,73,"Terrell, David",,190,2000,2004
,8/25/1900,Syracuse,Retired,2,70,"Zimmerman, Giff",,180,1924,1925
44,12/23/1972,Minnesota,Retired,1,78,"Reem, Matt",,270,1996,1996
37,7/11/1979,Florida,Retired,8,72,"Manuel, Marquand",,213,2002,2009
44,5/11/1973,Clemson,Retired,4,76,"Sapp, Patrick",,258,1996,1999
,7/24/1917,Mississippi State,Retired,1,74,"Goolsby, Shag",,185,1940,1940
,2/19/1900,No College,Retired,2,70,"Glassman, Morris",,166,1921,1922
80,1/16/1937,Michigan State,Retired,1,72,"Martin, Blanche",,195,1960,1960
65,2/27/1952,Michigan,Retired,6,76,"Seal, Paul",,222,1974,1979
24,7/7/1992,UCLA,Active,4,76,"Marsh, Cassius",OLB,245,,
50,3/17/1967,Oregon,Retired,4,71,"Kaumeyer, Thom",,187,1989,1992
,4/26/1953,Ohio State,Retired,8,77,"France, Doug",,270,1975,1983
32,10/27/1984,Notre Dame,Retired,8,75,"Quinn, Brady",,235,2007,2014
,8/18/1909,Mercer,Retired,5,72,"Olsson, Les",,232,1934,1938
35,12/6/1981,Penn State,Active,1,72,"Gould, Robbie",K,190,,
26,8/2/1990,Middle Tennessee State,Retired,1,71,"Amos, Anthony",,178,2013,2013
42,9/1/1974,Akron,Retired,1,78,"Taylor, Jason",,244,1997,2011
79,12/18/1937,Oklahoma State,Retired,5,73,"Banfield, Tony",,185,1960,1965
,4/3/1905,Texas Tech,Retired,4,69,"Alford, Gene",,180,1931,1934
32,10/7/1984,Mississippi State,Retired,0,71,"Johnson, Jeramie",,213,2007,2007
,10/15/1920,Pittsburgh,Retired,1,72,"Pierre, Joe",,185,1945,1945
30,12/25/1986,Northwest Missouri State,Retired,2,75,"Baker, Josh",,244,2011,2012
68,4/2/1949,Tennessee,Retired,1,73,"Scott, Bobby",,201,1972,1982
,2/4/1915,Catholic,Retired,1,74,"Katalinas, Leo",,240,1938,1938
26,9/29/1990,Boise State,Active,5,71,"Taylor, Jamar",CB,192,,
44,7/14/1972,Central Oklahoma,Retired,3,71,"Aska, Joe",,240,1995,1997
71,4/22/1946,UCLA,Retired,4,74,"Geddes, Bob",,240,1972,1975
,3/14/1892,Kansas,Retired,2,68,"Detwiller, John",,190,1923,1924
88,3/4/1929,Wisconsin,Retired,1,73,"Felker, Gene",,198,1952,1952
38,6/5/1979,Wisconsin,Retired,3,75,"Anelli, Mark",,265,2002,2007
58,10/25/1958,Cal Poly-S.L.O.,Retired,1,78,"Daum, Michael",,256,1981,1981
25,8/13/1991,Toledo,Active,3,77,"Kerin, Zac",OG,305,,
66,3/31/1951,Iowa State,Retired,3,75,"Amundson, George",,215,1973,1975
27,5/14/1990,Charleston Southern,Active,4,69,"James, Charles",DB,185,,
44,3/3/1973,New Mexico,Retired,5,67,"Oliver, Winslow",,200,1996,2000
,8/28/1937,Houston,Retired,3,74,"Feagin, Wiley",,235,1961,1963
28,4/26/1989,Wis.-Stevens Point,Retired,1,76,"Jenkins, Jared",,215,2011,2011
,6/28/1960,Abilene Christian,Retired,1,79,"Feasel, Grant",,255,1983,1993
34,1/7/1983,Iowa State,Retired,0,72,"Paris, Steve",,201,2006,2006
67,10/17/1949,Catawba,Retired,6,76,"Taylor, David",,260,1973,1979
68,7/23/1948,Florida,Retired,5,73,"Tannen, Steve",,194,1970,1974
40,1/17/1977,Louisiana-Monroe,Retired,6,71,"Ricard, Alan",,237,2001,2007
,9/22/1913,St. Mary's (CA),Retired,1,76,"Yezerski, John",,240,1936,1936
,6/10/1896,No College,Retired,7,70,"Gavin, Buck",,179,1920,1926
70,9/5/1946,Southern Methodist,Retired,6,69,"LeVias, Jerry",,177,1969,1974
,12/2/1895,No College,Retired,1,70,"Casey, Pete",,180,1923,1923
25,4/16/1992,Navy,Active,3,75,"Cardona, Joe",LS,245,,
53,4/8/1964,Fordham,Retired,1,76,"Sacco, Frank",,240,1987,1987
67,4/26/1950,Arizona,Retired,1,72,"McCall, Bob",,205,1973,1973
41,10/24/1975,Temple,Retired,1,74,"Davis, Wendell",,246,1998,1998
28,2/3/1989,Clemson,Active,5,69,"Ellington, Andre",WR,199,,
64,9/3/1952,Xavier (Ohio),Retired,1,72,"Pickard, Bob",,190,1974,1974
57,2/25/1960,Wake Forest,Retired,1,76,"Hammond, Steve",,225,1988,1988
24,11/15/1992,Indiana,Active,1,66,"Wynn, Shane",WR,159,,
,10/23/1901,Notre Dame,Retired,2,74,"Mayl, Gene",,198,1925,1926
38,11/21/1978,Ohio State,Retired,7,75,"Peterson, Kenny",,295,2003,2009
31,3/15/1986,USC,Retired,6,77,"Rachal, Chilo",,323,2008,2013
35,5/21/1982,Florida,Retired,3,70,"Scott, Guss",,205,2004,2006
31,10/1/1985,Brigham Young,Retired,2,73,"Hall, Max",,205,2010,2011
51,10/5/1965,Florida,Retired,1,76,"Armstrong, Trace",,275,1989,2003
51,5/4/1966,Miami (Fla.),Retired,6,72,"Gary, Cleveland",,226,1989,1994
34,2/19/1983,Virginia Tech,Retired,8,75,"King, Jeff",,260,2006,2013
29,7/27/1987,Arizona State,Retired,3,74,"Goethel, Travis",,255,2010,2012
36,1/6/1981,Texas,Retired,7,75,"Scaife, Bo",,249,2005,2011
71,12/8/1945,Cincinnati,Retired,4,75,"Bachman, Jay",,250,1968,1971
,6/17/1916,Miami (Fla.),Retired,4,73,"Kichefski, Walt",,212,1940,1944
28,6/18/1988,Utah State,Retired,1,71,"Randle, Chris",,198,2011,2011
53,3/4/1964,LSU,Retired,1,74,"Andrews, Mitch",,239,1987,1987
52,7/13/1964,Miami (Fla.),Retired,1,70,"Oliver, Darryl",,195,1987,1987
37,12/3/1979,Kansas State,Retired,1,68,"Cartwright, Rock",,215,2002,2012
52,5/18/1965,Miami (Fla.),Retired,6,78,"Rakoczy, Gregg",,290,1987,1992
28,9/8/1988,Northern Illinois,Retired,1,74,"Bell, Cameron",,252,2012,2012
68,3/13/1949,Fresno State,Retired,7,73,"Weaver, Gary",,224,1973,1979
26,4/23/1991,Utah State,Active,4,69,"Lawson, Nevin",CB,192,,
28,11/11/1988,Miami (Fla.),Retired,3,76,"Ojomo, Adewale",,270,2012,2014
31,9/24/1985,West Texas A&M,Retired,2,76,"Null, Keith",,219,2009,2010
66,4/14/1951,Tampa,Retired,1,74,"Jackson, Noah",,267,1975,1984
32,9/5/1984,Eastern Washington,Retired,0,75,"Nikolao, Harrison",,310,2007,2007
,1/28/1898,St. Mary's (Kans.),Retired,1,70,"Lane, Lew",,180,1924,1924
32,5/24/1985,Wyoming,Retired,1,73,"Vinnedge, Billy",,202,2008,2008
,2/26/1929,Clemson,Retired,1,72,"Mathews, Ray",,185,1951,1960
,6/30/1933,Iowa,Retired,1,73,"Hall, John",,220,1955,1955
34,8/31/1982,Southern Arkansas,Retired,9,72,"Babineaux, Jordan",,210,2004,2012
65,9/26/1951,Florida A&M,Retired,1,76,"Lawrence, Henry",,272,1974,1986
,11/30/1914,Washington,Retired,1,71,"Haines, By",,185,1937,1937
,5/28/1920,San Francisco,Retired,1,73,"Pacewic, Vince",,205,1947,1947
63,7/23/1953,Baylor,Retired,2,73,"Jeffrey, Neal",,180,1976,1977
37,7/21/1979,Ohio State,Retired,4,73,"Wells, Jonathan",,252,2002,2006
29,3/6/1988,Illinois,Retired,1,74,"Santella, Anthony",,190,2011,2011
,8/22/1917,Santa Clara,Retired,5,74,"Schiechl, John",,244,1941,1947
32,2/6/1985,Georgia,Retired,1,76,"Adams, Chester",,325,2008,2008
36,11/26/1980,Trinity (Tex.),Retired,9,75,"Urban, Jerheme",,207,2003,2011
26,9/27/1990,Pittsburgh,Active,6,68,"Lewis, Dion",RB,195,,
64,11/2/1952,Ohio State,Retired,1,72,"Koegel, Vic",,215,1974,1974
58,5/15/1959,South Carolina State,Retired,1,76,"Bailey, Edwin",,265,1981,1991
43,2/28/1974,Syracuse,Retired,4,68,"Abrams, Kevin",,170,1997,2000
,8/5/1918,Mississippi,Retired,1,73,"Roberson, Lake",,210,1945,1945
,12/18/1925,Texas A&M,Retired,1,74,"Ellis, Herb",,205,1949,1949
75,5/3/1942,Long Beach State,Retired,5,75,"Schmidt, Roy",,248,1967,1971
26,4/15/1991,San Jose State,Retired,1,70,"Yell, Ronnie",,188,2013,2013
46,9/27/1970,Kentucky,Retired,2,74,"Samuels, Terry",,254,1994,1995
51,8/25/1965,Wisconsin,Retired,1,70,"Odomes, Nate",,188,1987,1996
34,1/23/1983,Montana,Retired,4,72,"Harris, Tuff",,198,2007,2010
51,9/6/1965,Alabama,Retired,1,69,"Tiffin, Van",,155,1987,1987
75,8/8/1941,Maryland East. Shore,Retired,3,72,"Gentry, Curt",,185,1966,1968
67,10/18/1949,No College,Retired,1,72,"Walker, Mike",,190,1972,1972
28,9/6/1988,Texas,Active,7,75,"Acho, Sam",OLB,260,,
40,5/18/1977,Montana State,Retired,9,74,"Amato, Ken",,240,2003,2011
38,1/17/1979,Appalachian State,Retired,1,75,"Hall, Corey",,198,2001,2001
60,7/9/1956,Jackson State,Retired,8,75,"Hardy, Larry",,234,1978,1985
52,1/28/1965,Alabama,Retired,4,74,"Jarvis, Curt",,266,1987,1990
37,4/24/1980,Williams,Retired,1,74,"Farley, Scott",,205,2005,2005
81,11/24/1935,New Mexico State,Retired,6,73,"Atkins, Pervis",,230,1961,1966
,6/28/1937,Mississippi,Retired,3,73,"Flowers, Charlie",,220,1960,1962
28,4/30/1989,Notre Dame,Retired,3,68,"Allen, Armando",,190,2011,2013
,8/3/1917,Arkansas,Retired,3,72,"Eakin, Kay",,180,1940,1946
77,12/8/1939,Western Illinois,Retired,2,72,"Jackson, Leroy",,198,1962,1963
,9/1/1901,Michigan State,Retired,1,70,"Beckley, Art",,180,1926,1926
,,No College,Retired,1,74,"Nesser, Chuck",,195,1921,1921
65,4/8/1952,Sioux Falls,Retired,6,72,"Danmeier, Rick",,194,1977,1982
99,12/15/1917,Utah State,Retired,1,71,"Sanders, Paul",,192,1944,1944
29,6/12/1987,Washington,Retired,4,75,"Te'o-Nesheim, Daniel",,263,2010,2013
56,2/9/1961,North Carolina,Retired,1,69,"Harrison, Vic",,184,1987,1987
36,1/20/1981,Arkansas,Retired,8,74,"Hamlin, Ken",,208,2003,2010
33,11/7/1983,Indiana,Retired,5,72,"Taylor, Chris",,224,2006,2011
30,3/16/1987,Maryland,Retired,3,75,"Navarre, Jeremy",,279,2009,2011
33,6/27/1983,Florida State,Retired,4,72,"Thorpe, Craphonso",,187,2005,2008
24,10/21/1992,Missouri Western State,Active,2,72,"Jordan, Michael",DB,200,,
26,2/18/1991,Florida State,Active,4,75,"Jones, Christian",LB,251,,
32,12/5/1984,Texas-El Paso,Retired,1,75,"Sam, Lorne",,220,2008,2008
77,1/5/1940,Rice,Retired,1,72,"Jackson, Roland",,210,1962,1962
,6/12/1923,Cincinnati,Retired,2,75,"Perrotti, Mike",,243,1948,1949
31,10/2/1985,Nebraska,Retired,7,70,"Jackson, Brandon",,215,2007,2013
41,12/6/1975,Michigan,Retired,1,78,"Campbell, Mark",,260,1999,2008
55,7/13/1961,California Lutheran,Retired,1,74,"Jensen, Russ",,215,1985,1985
38,8/2/1978,West Alabama,Retired,2,77,"Office, Kendrick",,270,2001,2002
,11/8/1913,Cincinnati,Retired,8,71,"Nolting, Ray",,188,1936,1943
26,12/12/1990,Oregon,Retired,1,71,"Harris, Cliff",,180,2012,2012
23,1/12/1994,Grambling State,Active,2,73,"Rogers, Chester",WR,180,,
79,10/6/1937,Texas Christian,Retired,1,73,"Armstrong, Ray",,235,1960,1960
25,11/19/1991,Towson,Retired,1,75,"Harris, Randall",,296,2014,2014
37,5/20/1980,Georgia Southern,Retired,0,74,"Taylor, Charrod",,286,2007,2007
25,7/29/1991,San Diego State,Retired,1,70,"Young, Chad",,240,2014,2014
,,No College,Retired,4,71,"Dellinger, Larry",,204,1920,1923
42,7/8/1974,Texas Christian,Retired,1,69,"Washington, John",,160,1997,1997
35,9/13/1981,Mississippi State,Retired,7,74,"Fields, Ronald",,314,2005,2011
,4/4/1922,Marquette,Retired,4,73,"Schuette, Carl",,206,1948,1951
24,1/17/1993,Georgia Tech,Active,4,75,"Attaochu, Jeremiah",OLB,252,,
